Student,English,Mathematics,Science
210898,56,49,41
210899,50,64,64
210900,64,79,68
210901,65,92,77
210902,48,37,31
210903,63,68,59
210904,52,71,54
210905,48,48,37
210906,56,49,44
210907,47,53,49
210908,47,43,35
210909,54,67,46
210910,41,46,31
210911,65,89,75
210912,46,44,38
210913,54,61,40
210914,51,33,35
210915,65,67,63
210916,52,60,44
210917,65,53,44
210918,64,75,76
210919,48,45,36
210920,64,79,77
210921,45,44,33
210922,53,48,50
210923,45,37,33
210924,48,35,35
210925,57,54,49
210926,48,41,35
210927,61,55,63
210928,57,40,37
210929,61,51,62
210930,68,63,56
210931,54,47,43
210932,55,52,53
210933,61,63,61
210934,54,64,48
210935,47,31,38
210936,55,62,51
210937,46,40,32
210938,51,49,47
210939,51,53,43
210940,54,51,40
210941,45,33,35
210942,42,33,29
210943,53,57,50
210944,49,61,42
210945,42,38,28
210946,62,68,50
210947,45,52,31
210948,39,50,35
210949,48,37,30
210950,48,38,37
210951,50,42,41
210952,59,45,40
210953,53,63,54
210954,57,41,43
210955,66,76,63
210956,48,39,33
210957,44,35,27
210958,59,60,63
210959,58,52,51
210960,38,45,29
210961,40,31,31
210962,56,52,45
210963,52,41,37
210964,57,49,42
210965,49,32,31
210966,58,41,44
210967,48,36,33
210968,45,32,29
210969,50,50,43
210970,50,38,39
210971,53,42,39
210972,53,31,35
210973,58,45,55
210974,0,0,0
210975,51,41,30
210976,47,40,37
210977,49,40,38
210978,50,48,38
210979,55,58,51
210980,46,30,35
210981,46,47,45
210982,55,61,57
210983,53,50,39
210984,57,49,41
210985,41,35,27
210986,44,25,26
210987,60,75,54
210988,53,45,57
210989,57,67,69
210990,50,62,64
210991,53,72,70
210992,51,58,57
210993,56,55,51
210994,50,73,55
210995,49,58,56
210996,58,82,85
210997,55,62,74
210998,62,75,76
210999,63,83,87
211000,48,47,46
211001,55,58,66
211002,49,88,65
211003,0,0,0
211004,63,40,59
211005,47,56,66
211006,47,50,40
211007,68,56,69
211008,76,91,89
211009,54,54,45
211010,61,60,66
211011,44,55,41
211012,50,43,48
211013,57,59,46
211014,46,35,35
211015,64,59,67
211016,50,35,32
211017,59,58,56
211018,43,48,43
211019,43,48,40
211020,47,33,40
211021,62,84,60
211022,60,51,59
211023,52,53,44
211024,43,40,37
211025,43,47,45
211026,45,37,38
211027,57,58,58
211028,55,63,60
211029,43,55,48
211030,47,54,51
211031,57,49,55
211032,58,79,79
211033,49,62,56
211034,43,39,41
211035,51,57,60
211036,45,44,48
211037,46,48,47
211038,40,48,43
211039,48,43,54
211040,47,43,41
211041,45,40,43
211042,46,46,40
211043,48,53,45
211044,54,46,41
211045,50,45,50
211046,51,60,61
211047,54,58,56
211048,58,66,71
211049,44,54,51
211050,40,53,45
211051,45,43,40
211052,46,48,49
211053,50,56,63
211054,53,49,71
211055,55,41,51
211056,51,70,72
211057,60,87,80
211058,47,39,48
211059,59,38,47
211060,47,41,43
211061,56,55,50
211062,57,40,56
211063,40,30,35
211064,58,45,44
211065,54,41,51
211066,43,43,33
211067,66,48,55
211068,53,66,57
211069,66,75,79
211070,50,40,42
211071,53,35,38
211072,53,45,46
211073,50,55,43
211074,63,43,65
211075,51,52,57
211076,55,37,44
211077,55,83,76
211078,58,51,42
211079,44,45,43
211080,50,61,46
211081,49,55,35
211082,58,50,31
211083,46,64,67
211084,40,35,25
211085,47,38,32
211086,51,57,53
211087,42,42,36
211088,48,35,37
211089,61,57,46
211090,45,46,35
211091,58,52,40
211092,58,57,53
211093,61,66,46
211094,50,61,62
211095,41,39,36
211096,52,46,36
211097,43,49,35
211098,54,78,66
211099,51,40,41
211100,59,50,58
211101,49,43,33
211102,61,50,46
211103,45,66,42
211104,50,75,66
211105,49,61,47
211106,46,55,51
211107,58,43,38
211108,44,47,33
211109,0,0,0
211110,46,54,44
211111,44,45,41
211112,56,68,51
211113,49,41,40
211114,46,50,39
211115,57,58,42
211116,42,48,35
211117,46,53,35
211118,61,62,49
211119,53,49,38
211120,47,55,49
211121,37,30,31
211122,55,51,48
211123,57,50,43
211124,48,58,42
211125,54,74,57
211126,53,54,43
211127,58,59,36
211128,0,0,0
211129,47,85,59
211130,54,70,64
211131,41,48,38
211132,52,70,50
211133,47,80,69
211134,51,47,42
211135,57,65,53
211136,61,71,42
211137,52,39,45
211138,57,53,73
211139,67,64,67
211140,53,39,40
211141,50,43,36
211142,67,60,63
211143,47,45,42
211144,50,46,38
211145,65,85,76
211146,52,38,42
211147,51,50,39
211148,64,73,65
211149,52,58,55
211150,49,28,29
211151,51,35,33
211152,48,38,35
211153,56,58,62
211154,54,50,45
211155,50,43,38
211156,0,0,0
211157,66,72,76
211158,54,36,49
211159,53,35,38
211160,52,66,46
211161,57,59,73
211162,43,65,42
211163,54,59,46
211164,49,67,66
211165,57,86,77
211166,48,48,54
211167,62,90,72
211168,55,66,49
211169,45,57,46
211170,45,52,42
211171,51,51,48
211172,55,50,49
211173,55,74,62
211174,55,60,48
211175,43,41,37
211176,46,81,67
211177,47,46,51
211178,46,44,38
211179,44,56,39
211180,44,52,35
211181,52,94,86
211182,50,50,48
211183,49,49,39
211184,44,48,43
211185,66,92,85
211186,45,42,32
211187,50,36,35
211188,59,49,48
211189,64,95,86
211190,48,51,41
211191,45,68,70
211192,55,84,58
211193,49,60,50
211194,61,75,79
211195,39,45,45
211196,59,97,84
211197,50,40,33
211198,54,67,46
211199,42,53,35
211200,49,54,40
211201,57,49,41
211202,41,45,29
211203,52,62,67
211204,52,52,51
211205,45,48,40
211206,46,44,31
211207,46,40,33
211208,49,38,32
211209,48,62,37
211210,48,45,39
211211,54,58,48
211212,45,51,41
211213,58,45,40
211214,0,0,0
211215,44,47,40
211216,48,55,46
211217,55,81,71
211218,48,65,41
211219,45,44,33
211220,46,51,39
211221,53,80,68
211222,44,53,35
211223,53,47,35
211224,64,90,90
211225,58,50,48
211226,51,49,40
211227,47,70,51
211228,60,87,82
211229,48,59,57
211230,55,49,60
211231,49,55,51
211232,53,53,47
211233,63,68,68
211234,52,56,53
211235,55,48,59
211236,0,0,0
211237,47,43,40
211238,56,31,44
211239,47,42,42
211240,42,40,39
211241,45,49,42
211242,51,62,50
211243,45,39,35
211244,60,53,68
211245,50,53,36
211246,73,80,83
211247,60,80,89
211248,48,43,42
211249,52,35,35
211250,50,48,50
211251,52,50,43
211252,53,73,53
211253,44,41,41
211254,45,51,43
211255,54,43,53
211256,46,51,43
211257,58,61,70
211258,49,46,42
211259,58,50,43
211260,57,43,62
211261,64,57,59
211262,47,37,35
211263,55,37,43
211264,53,48,49
211265,45,60,40
211266,52,40,38
211267,53,65,69
211268,53,57,69
211269,47,37,41
211270,60,63,63
211271,41,57,43
211272,0,0,0
211273,56,48,46
211274,54,57,65
211275,46,51,44
211276,47,66,64
211277,47,41,43
211278,69,86,78
211279,58,67,66
211280,50,48,48
211281,54,56,46
211282,60,48,62
211283,49,58,60
211284,49,43,37
211285,57,48,48
211286,63,48,70
211287,49,52,59
211288,57,62,69
211289,51,35,41
211290,57,58,74
211291,48,44,41
211292,49,54,65
211293,49,48,47
211294,48,53,46
211295,0,0,0
211296,76,90,89
211297,47,57,38
211298,47,50,49
211299,42,48,36
211300,68,64,75
211301,43,53,47
211302,61,58,59
211303,51,80,80
211304,40,43,38
211305,42,54,39
211306,49,54,40
211307,64,71,76
211308,46,40,35
211309,54,71,65
211310,46,50,44
211311,55,86,71
211312,59,75,63
211313,45,46,40
211314,53,58,44
211315,52,48,49
211316,44,47,39
211317,51,70,62
211318,49,55,51
211319,54,63,72
211320,46,58,47
211321,41,40,30
211322,47,46,46
211323,45,38,39
211324,41,36,42
211325,45,64,56
211326,40,58,59
211327,63,71,78
211328,40,37,50
211329,45,53,45
211330,49,76,50
211331,52,52,61
211332,46,63,51
211333,47,42,44
211334,45,49,51
211335,55,81,80
211336,60,57,65
211337,48,40,52
211338,48,43,38
211339,48,64,40
211340,0,0,0
211341,55,50,53
211342,57,66,61
211343,44,50,33
211344,58,59,61
211345,57,40,48
211346,44,65,52
211347,47,38,30
211348,49,53,41
211349,45,57,40
211350,55,63,47
211351,45,48,46
211352,51,55,50
211353,50,68,62
211354,50,41,43
211355,44,52,41
211356,49,55,56
211357,53,40,48
211358,62,60,66
211359,50,54,45
211360,48,46,39
211361,46,48,42
211362,58,57,52
211363,52,45,54
211364,49,68,56
211365,42,40,37
211366,46,38,35
211367,55,87,63
211368,44,51,38
211369,57,51,59
211370,53,53,47
211371,48,56,36
211372,53,45,37
211373,51,53,49
211374,52,40,40
211375,52,64,54
211376,41,49,35
211377,40,49,32
211378,59,53,52
211379,45,45,40
211380,49,57,40
211381,54,48,40
211382,56,75,60
211383,0,0,0
211384,60,58,64
211385,60,51,45
211386,56,68,56
211387,50,67,49
211388,51,68,58
211389,58,55,38
211390,55,50,52
211391,65,75,76
211392,50,52,48
211393,50,43,47
211394,55,52,60
211395,62,62,68
211396,0,0,0
211397,48,51,47
211398,61,53,55
211399,50,57,52
211400,59,83,76
211401,57,59,59
211402,60,78,73
211403,57,62,66
211404,50,45,41
211405,55,49,44
211406,43,33,40
211407,57,58,44
211408,49,44,41
211409,42,26,36
211410,47,67,39
211411,59,95,73
211412,48,59,66
211413,47,77,77
211414,53,58,61
211415,53,56,64
211416,60,56,64
211417,52,67,60
211418,50,48,44
211419,43,43,42
211420,46,35,42
211421,54,64,69
211422,65,79,65
211423,47,58,60
211424,55,58,50
211425,56,78,65
211426,55,62,56
211427,48,57,54
211428,44,68,45
211429,55,80,63
211430,48,57,53
211431,46,53,42
211432,48,84,73
211433,52,63,57
211434,50,76,56
211435,60,75,75
211436,47,58,55
211437,54,76,72
211438,56,72,55
211439,57,67,68
211440,54,45,52
211441,47,78,63
211442,44,85,68
211443,51,57,45
211444,50,63,48
211445,56,78,76
211446,44,43,49
211447,35,39,35
211448,43,73,62
211449,42,59,51
211450,49,51,45
211451,53,88,76
211452,46,40,39
211453,42,63,59
211454,58,79,66
211455,56,88,78
211456,42,45,37
211457,49,37,38
211458,48,59,39
211459,39,39,39
211460,44,47,36
211461,43,50,36
211462,42,50,39
211463,43,58,43
211464,49,47,44
211465,44,41,48
211466,44,65,50
211467,46,58,42
211468,37,60,39
211469,56,64,61
211470,46,50,42
211471,50,43,47
211472,38,47,39
211473,37,50,36
211474,46,76,52
211475,46,59,47
211476,44,45,41
211477,45,73,60
211478,46,50,41
211479,52,54,43
211480,47,56,44
211481,49,63,54
211482,61,63,61
211483,67,74,79
211484,49,55,50
211485,50,56,53
211486,58,58,62
211487,64,51,52
211488,42,54,48
211489,51,38,41
211490,44,46,37
211491,60,55,53
211492,51,69,70
211493,56,58,51
211494,49,55,40
211495,41,51,35
211496,54,80,57
211497,46,56,43
211498,47,63,42
211499,51,53,42
211500,50,39,46
211501,53,59,68
211502,51,62,54
211503,55,82,73
211504,40,43,38
211505,55,84,59
211506,45,32,32
211507,51,59,52
211508,50,50,54
211509,49,58,48
211510,47,55,48
211511,0,0,0
211512,44,39,29
211513,42,39,38
211514,53,54,46
211515,47,36,35
211516,49,46,33
211517,44,46,33
211518,47,38,37
211519,46,46,42
211520,48,43,46
211521,63,66,76
211522,57,61,72
211523,48,35,39
211524,47,49,41
211525,51,43,40
211526,50,48,41
211527,55,54,54
211528,55,67,64
211529,51,45,33
211530,42,35,35
211531,46,51,42
211532,39,39,35
211533,49,45,45
211534,44,40,39
211535,41,41,45
211536,43,39,38
211537,46,43,44
211538,46,39,32
211539,0,0,0
211540,54,37,51
211541,38,35,38
211542,53,48,56
211543,47,61,64
211544,50,56,43
211545,49,50,40
211546,52,40,59
211547,47,32,33
211548,55,75,64
211549,52,40,49
211550,51,58,55
211551,51,46,37
211552,57,45,52
211553,50,45,46
211554,50,52,59
211555,47,48,42
211556,48,65,48
211557,66,53,51
211558,53,62,60
211559,44,46,36
211560,42,61,38
211561,45,46,38
211562,39,37,32
211563,44,54,51
211564,53,39,42
211565,38,55,44
211566,43,41,41
211567,52,30,41
211568,53,51,55
211569,52,39,45
211570,44,44,46
211571,49,43,37
211572,39,38,33
211573,47,43,36
211574,48,39,40
211575,64,75,70
211576,58,79,72
211577,49,62,56
211578,39,38,36
211579,47,38,41
211580,37,38,35
211581,51,45,35
211582,66,68,63
211583,55,80,63
211584,49,67,60
211585,46,54,64
211586,42,41,35
211587,46,49,46
211588,45,62,48
211589,66,81,83
211590,54,49,58
211591,62,88,85
211592,47,60,50
211593,62,58,75
211594,55,82,74
211595,59,72,67
211596,60,73,69
211597,46,68,56
211598,63,86,79
211599,54,67,55
211600,50,80,65
211601,64,81,72
211602,64,62,66
211603,60,51,67
211604,54,56,62
211605,59,73,75
211606,69,57,69
211607,62,56,61
211608,53,52,56
211609,66,70,71
211610,64,68,75
211611,70,96,87
211612,63,43,39
211613,55,76,53
211614,60,61,58
211615,49,63,45
211616,53,66,71
211617,58,67,66
211618,51,58,65
211619,54,56,66
211620,63,79,67
211621,56,72,58
211622,59,83,64
211623,47,45,36
211624,48,53,46
211625,53,53,63
211626,51,59,53
211627,45,44,45
211628,57,50,49
211629,60,61,59
211630,56,69,57
211631,54,57,52
211632,40,40,44
211633,46,58,45
211634,49,63,51
211635,55,51,44
211636,54,55,50
211637,47,30,33
211638,47,41,47
211639,39,43,33
211640,48,52,37
211641,62,85,73
211642,46,37,35
211643,63,54,67
211644,49,40,50
211645,47,25,28
211646,42,35,30
211647,44,53,59
211648,0,0,0
211649,42,46,46
211650,66,88,81
211651,42,56,39
211652,48,35,33
211653,51,38,37
211654,53,52,50
211655,52,63,63
211656,49,56,51
211657,66,80,66
211658,59,83,68
211659,56,60,48
211660,42,35,32
211661,51,63,55
211662,53,50,47
211663,47,51,50
211664,58,70,71
211665,53,53,38
211666,41,40,35
211667,0,0,0
211668,50,53,47
211669,39,39,35
211670,61,50,56
211671,51,53,35
211672,47,61,41
211673,43,47,32
211674,52,48,43
211675,56,62,37
211676,56,51,46
211677,54,70,51
211678,44,59,38
211679,52,72,45
211680,39,48,35
211681,63,68,53
211682,50,60,33
211683,54,60,41
211684,41,63,40
211685,61,73,44
211686,43,43,36
211687,52,75,44
211688,46,50,36
211689,53,54,50
211690,58,69,46
211691,51,53,49
211692,67,92,75
211693,46,68,44
211694,49,65,41
211695,51,73,49
211696,51,58,50
211697,47,55,44
211698,51,65,51
211699,44,50,45
211700,55,59,43
211701,53,62,61
211702,53,59,37
211703,57,64,44
211704,57,58,38
211705,68,74,66
211706,61,82,64
211707,51,54,35
211708,80,89,88
211709,59,53,55
211710,58,56,64
211711,58,92,76
211712,52,53,43
211713,55,55,35
211714,49,42,38
211715,51,59,35
211716,48,54,35
211717,61,63,46
211718,55,62,50
211719,45,51,44
211720,49,43,45
211721,41,60,42
211722,62,43,37
211723,54,61,42
211724,46,52,40
211725,55,74,72
211726,51,54,45
211727,40,41,39
211728,56,85,64
211729,51,65,43
211730,50,43,38
211731,51,50,40
211732,53,63,49
211733,45,50,36
211734,47,48,36
211735,0,0,0
211736,48,53,38
211737,53,51,36
211738,67,56,56
211739,60,50,38
211740,45,57,40
211741,61,83,77
211742,60,63,62
211743,55,66,41
211744,50,75,69
211745,38,41,40
211746,48,65,53
211747,46,52,39
211748,45,49,36
211749,44,49,31
211750,51,43,51
211751,42,48,36
211752,47,57,51
211753,0,0,0
211754,52,59,61
211755,65,60,67
211756,49,45,41
211757,48,59,66
211758,49,48,37
211759,42,50,45
211760,48,43,36
211761,49,50,47
211762,46,59,43
211763,48,49,50
211764,38,36,36
211765,48,51,53
211766,45,43,35
211767,45,45,38
211768,48,40,39
211769,40,45,49
211770,51,47,39
211771,49,48,38
211772,45,37,30
211773,40,36,32
211774,46,33,35
211775,48,57,55
211776,57,37,48
211777,47,42,46
211778,46,41,42
211779,54,50,44
211780,58,60,53
211781,48,38,39
211782,47,38,45
211783,48,35,31
211784,42,68,49
211785,53,48,40
211786,57,49,59
211787,38,48,29
211788,54,54,61
211789,44,37,30
211790,56,30,35
211791,66,80,91
211792,45,32,36
211793,38,46,40
211794,35,45,35
211795,40,41,29
211796,53,40,40
211797,62,68,52
211798,59,55,51
211799,51,55,42
211800,54,58,58
211801,46,61,46
211802,47,49,38
211803,56,68,37
211804,62,78,56
211805,62,57,49
211806,59,43,44
211807,56,55,42
211808,56,62,60
211809,55,68,65
211810,49,77,61
211811,46,61,44
211812,56,69,58
211813,58,69,59
211814,60,76,62
211815,52,64,51
211816,56,70,64
211817,61,74,65
211818,55,38,40
211819,56,58,51
211820,66,80,79
211821,62,81,61
211822,50,51,44
211823,58,70,56
211824,68,53,50
211825,54,54,45
211826,48,64,44
211827,59,75,53
211828,70,69,73
211829,46,43,32
211830,54,46,42
211831,49,56,36
211832,56,39,37
211833,53,40,36
211834,60,62,63
211835,46,43,36
211836,43,43,35
211837,51,41,35
211838,45,53,35
211839,49,53,41
211840,51,46,47
211841,56,46,47
211842,42,31,27
211843,52,39,39
211844,48,52,45
211845,54,49,41
211846,54,41,38
211847,49,68,50
211848,56,38,47
211849,58,53,65
211850,58,58,46
211851,53,68,44
211852,51,48,38
211853,56,38,32
211854,67,55,48
211855,46,47,35
211856,49,40,33
211857,49,48,35
211858,55,44,32
211859,54,45,35
211860,46,41,31
211861,54,41,35
211862,41,37,31
211863,57,71,39
211864,48,57,39
211865,49,44,42
211866,49,66,42
211867,56,60,46
211868,58,64,50
211869,50,40,39
211870,57,51,37
211871,61,80,62
211872,48,51,45
211873,51,52,44
211874,56,67,52
211875,43,35,30
211876,52,52,51
211877,56,54,51
211878,47,46,37
211879,51,50,50
211880,50,45,39
211881,39,47,46
211882,59,84,73
211883,47,28,29
211884,45,35,35
211885,51,45,47
211886,49,51,52
211887,69,67,70
211888,53,58,63
211889,56,63,71
211890,45,33,40
211891,45,43,54
211892,56,62,61
211893,49,41,35
211894,48,41,32
211895,63,69,73
211896,58,66,78
211897,48,53,54
211898,51,70,54
211899,48,67,53
211900,58,61,67
211901,43,36,36
211902,49,42,37
211903,47,51,48
211904,53,55,47
211905,46,51,54
211906,58,75,61
211907,49,42,45
211908,48,48,38
211909,49,58,39
211910,54,48,56
211911,53,60,68
211912,54,55,50
211913,46,30,27
211914,53,43,42
211915,50,39,40
211916,57,69,57
211917,39,43,35
211918,57,72,76
211919,52,60,62
211920,51,52,46
211921,60,53,52
211922,59,61,72
211923,49,38,37
211924,46,50,44
211925,48,53,51
211926,65,73,69
211927,55,68,55
211928,42,50,37
211929,54,75,60
211930,49,47,38
211931,56,50,35
211932,56,56,54
211933,52,53,60
211934,43,45,35
211935,59,52,58
211936,42,44,36
211937,49,45,43
211938,54,65,48
211939,48,57,46
211940,48,51,44
211941,53,48,39
211942,49,46,44
211943,51,51,45
211944,54,62,63
211945,48,50,41
211946,51,72,57
211947,53,40,41
211948,53,51,41
211949,67,90,84
211950,65,68,80
211951,0,0,0
211952,48,52,37
211953,47,51,42
211954,47,53,41
211955,57,53,47
211956,54,49,59
211957,46,49,41
211958,56,62,60
211959,68,90,69
211960,52,54,57
211961,49,40,37
211962,42,44,39
211963,44,50,37
211964,51,58,45
211965,54,50,52
211966,48,55,40
211967,38,44,30
211968,45,35,40
211969,44,54,41
211970,56,47,43
211971,44,29,35
211972,49,73,56
211973,46,67,45
211974,47,27,28
211975,65,63,64
211976,52,48,41
211977,47,42,38
211978,57,67,57
211979,64,48,50
211980,57,47,64
211981,56,50,43
211982,54,58,51
211983,64,55,60
211984,63,54,67
211985,57,63,46
211986,55,63,47
211987,48,43,41
211988,61,68,57
211989,61,59,68
211990,64,88,79
211991,69,76,83
211992,47,31,41
211993,67,71,65
211994,37,40,42
211995,50,56,40
211996,71,67,68
211997,66,46,57
211998,55,55,60
211999,64,78,76
212000,0,0,0
212001,48,45,38
212002,82,73,89
212003,62,70,60
212004,55,50,52
212005,64,46,51
212006,56,48,55
212007,66,83,81
212008,61,73,63
212009,51,29,43
212010,59,44,47
212011,53,35,40
212012,44,40,30
212013,69,70,70
212014,50,45,36
212015,54,45,43
212016,63,59,61
212017,49,62,42
212018,54,49,53
212019,63,63,68
212020,59,33,38
212021,39,40,32
212022,50,45,42
212023,61,46,55
212024,51,48,58
212025,78,82,78
212026,59,54,62
212027,54,50,61
212028,65,62,71
212029,63,48,53
212030,62,42,43
212031,56,56,60
212032,44,48,48
212033,63,40,46
212034,58,65,69
212035,50,43,43
212036,46,28,30
212037,53,49,52
212038,53,55,54
212039,65,55,64
212040,49,58,45
212041,69,68,77
212042,69,63,63
212043,59,40,54
212044,59,53,52
212045,59,48,50
212046,60,60,62
212047,63,60,67
212048,52,40,49
212049,51,37,39
212050,59,53,46
212051,59,35,45
212052,62,50,62
212053,51,45,46
212054,65,53,55
212055,47,23,27
212056,51,45,41
212057,64,50,62
212058,55,33,36
212059,64,74,65
212060,0,0,0
212061,49,38,38
212062,47,25,29
212063,44,35,42
212064,57,78,67
212065,70,80,80
212066,55,42,40
212067,53,33,29
212068,43,28,32
212069,50,28,39
212070,68,51,53
212071,66,57,62
212072,49,38,37
212073,46,37,29
212074,62,59,52
212075,64,41,44
212076,49,28,31
212077,66,51,62
212078,49,35,32
212079,61,33,35
212080,51,49,37
212081,66,68,73
212082,62,63,64
212083,60,79,72
212084,46,47,44
212085,58,65,63
212086,53,75,62
212087,68,90,80
212088,71,56,56
212089,66,78,76
212090,49,38,37
212091,69,83,70
212092,61,75,66
212093,43,33,35
212094,67,64,65
212095,52,37,46
212096,56,33,40
212097,56,48,42
212098,64,48,52
212099,72,92,86
212100,65,60,59
212101,69,90,88
212102,54,47,37
212103,69,78,77
212104,41,30,27
212105,58,40,39
212106,52,42,40
212107,63,62,64
212108,56,38,41
212109,51,57,47
212110,64,65,67
212111,51,42,40
212112,56,46,43
212113,64,48,49
212114,67,65,66
212115,61,64,57
212116,58,37,48
212117,50,43,49
212118,51,29,50
212119,50,45,36
212120,55,50,48
212121,46,28,28
212122,61,48,50
212123,50,25,30
212124,44,45,35
212125,49,32,33
212126,62,64,70
212127,56,60,51
212128,50,35,31
212129,50,40,47
212130,63,64,60
212131,65,69,59
212132,55,49,49
212133,48,43,36
212134,60,50,55
212135,61,40,51
212136,51,41,38
212137,65,70,76
212138,55,33,35
212139,64,58,58
212140,54,61,52
212141,48,38,39
212142,54,36,39
212143,64,38,44
212144,51,32,31
212145,57,42,44
212146,60,44,45
212147,56,43,58
212148,52,56,49
212149,50,60,57
212150,59,55,63
212151,58,50,61
212152,61,74,67
212153,60,49,75
212154,62,51,58
212155,65,87,91
212156,66,84,91
212157,56,58,64
212158,39,43,35
212159,54,70,81
212160,60,70,77
212161,43,66,45
212162,54,56,69
212163,55,52,62
212164,60,73,69
212165,53,60,60
212166,53,65,65
212167,56,79,81
212168,56,45,72
212169,57,76,64
212170,56,78,82
212171,49,50,48
212172,46,42,40
212173,63,77,77
212174,54,51,52
212175,64,92,86
212176,51,61,60
212177,55,76,71
212178,48,51,52
212179,54,70,62
212180,52,39,40
212181,64,81,72
212182,66,67,69
212183,53,70,67
212184,56,45,51
212185,57,70,67
212186,62,63,63
212187,48,55,53
212188,54,44,51
212189,44,55,61
212190,46,63,53
212191,0,0,0
212192,64,77,68
212193,61,78,78
212194,59,60,64
212195,63,94,86
212196,59,57,54
212197,68,83,80
212198,52,54,49
212199,58,70,61
212200,50,38,37
212201,49,64,49
212202,48,46,41
212203,49,60,52
212204,52,54,37
212205,63,75,76
212206,47,55,45
212207,52,50,38
212208,52,45,42
212209,52,53,54
212210,43,49,61
212211,57,74,71
212212,46,63,37
212213,59,56,64
212214,45,47,44
212215,48,46,46
212216,53,47,58
212217,48,32,41
212218,52,53,44
212219,54,45,52
212220,50,40,42
212221,53,52,45
212222,63,77,85
212223,55,50,58
212224,50,43,48
212225,0,0,0
212226,43,42,39
212227,56,48,60
212228,50,60,59
212229,44,48,41
212230,46,48,40
212231,51,39,38
212232,43,41,40
212233,50,45,40
212234,40,26,27
212235,50,45,41
212236,56,65,65
212237,51,81,64
212238,48,48,40
212239,49,39,31
212240,59,53,45
212241,51,37,35
212242,50,46,40
212243,51,53,44
212244,50,47,35
212245,58,52,36
212246,52,54,39
212247,57,63,51
212248,49,53,44
212249,62,51,53
212250,63,75,58
212251,48,35,33
212252,52,49,39
212253,47,33,30
212254,51,52,38
212255,59,44,47
212256,46,37,35
212257,42,38,33
212258,51,65,48
212259,45,33,35
212260,43,53,53
212261,49,39,33
212262,62,43,50
212263,59,73,66
212264,45,38,41
212265,67,67,61
212266,50,57,42
212267,53,57,54
212268,52,58,46
212269,41,43,45
212270,61,49,50
212271,57,70,61
212272,59,60,58
212273,45,45,39
212274,67,87,77
212275,66,66,64
212276,41,45,36
212277,56,80,75
212278,51,64,55
212279,46,40,41
212280,45,58,38
212281,50,80,56
212282,58,53,54
212283,56,72,76
212284,50,40,47
212285,48,67,68
212286,39,43,37
212287,51,36,41
212288,55,61,58
212289,54,59,68
212290,66,90,88
212291,47,33,44
212292,49,57,57
212293,43,30,41
212294,65,70,84
212295,41,58,38
212296,39,40,39
212297,46,51,46
212298,53,40,38
212299,48,48,46
212300,52,41,39
212301,55,58,61
212302,65,68,72
212303,65,65,81
212304,53,41,48
212305,51,45,48
212306,50,52,58
212307,60,81,80
212308,52,54,38
212309,49,35,32
212310,44,44,31
212311,43,33,33
212312,45,40,42
212313,49,42,40
212314,43,44,35
212315,49,67,52
212316,56,62,51
212317,61,41,48
212318,47,52,41
212319,41,61,37
212320,40,35,25
212321,42,40,28
212322,59,63,57
212323,54,45,42
212324,47,51,39
212325,40,35,31
212326,51,45,59
212327,43,31,28
212328,63,61,58
212329,54,55,47
212330,47,60,43
212331,66,80,77
212332,49,42,38
212333,45,47,36
212334,49,53,35
212335,46,30,31
212336,58,63,59
212337,50,50,57
212338,41,42,29
212339,46,35,40
212340,49,51,51
212341,45,31,30
212342,44,30,31
212343,61,76,69
212344,54,59,61
212345,49,43,33
212346,47,43,33
212347,50,46,45
212348,39,32,26
212349,73,94,87
212350,55,53,52
212351,42,31,35
212352,56,57,55
212353,44,33,35
212354,58,54,49
212355,46,33,33
212356,55,66,68
212357,67,83,82
212358,67,82,79
212359,57,65,70
212360,51,44,57
212361,60,56,51
212362,50,57,33
212363,41,38,28
212364,45,53,37
212365,0,0,0
212366,38,40,31
212367,39,39,31
212368,57,42,70
212369,63,64,68
212370,64,76,80
212371,42,53,44
212372,46,49,42
212373,0,0,0
212374,38,28,27
212375,59,59,59
212376,40,36,35
212377,44,26,30
212378,56,61,52
212379,0,0,0
212380,63,68,70
212381,61,44,48
212382,48,33,35
212383,0,0,0
212384,61,72,57
212385,44,45,31
212386,38,40,31
212387,0,0,0
212388,57,36,35
212389,50,40,35
212390,55,53,43
212391,50,57,45
212392,44,35,35
212393,48,46,39
212394,55,47,46
212395,50,37,50
212396,40,35,32
212397,54,51,44
212398,51,60,44
212399,46,47,43
212400,43,44,30
212401,48,70,49
212402,46,33,36
212403,66,82,71
212404,63,70,61
212405,64,73,64
212406,45,35,38
212407,49,45,35
212408,51,44,38
212409,55,55,50
212410,38,41,30
212411,51,52,54
212412,61,46,48
212413,45,41,35
212414,50,51,38
212415,42,38,32
212416,65,85,78
212417,63,77,69
212418,54,56,56
212419,57,85,78
212420,45,41,35
212421,51,43,35
212422,49,50,43
212423,54,50,51
212424,54,49,43
212425,48,37,36
212426,49,64,48
212427,46,36,35
212428,54,55,38
212429,44,30,25
212430,48,37,33
212431,61,66,53
212432,49,57,51
212433,58,74,71
212434,57,53,49
212435,59,46,51
212436,48,36,35
212437,44,43,31
212438,0,0,0
212439,58,42,46
212440,57,72,70
212441,49,43,42
212442,45,50,35
212443,49,47,39
212444,45,38,39
212445,60,71,63
212446,49,33,35
212447,44,30,28
212448,60,65,59
212449,54,69,48
212450,65,54,61
212451,55,53,50
